PID,Order Date,Customer Key,Sales Territory Region,Sales Order Number,Sales Order Line Number,Order Quantity,Unit Price
237,00:00.0,17317,New Zealand,SO67353,4,1,49.99
357,00:00.0,15586,New Zealand,SO67389,1,1,2319.99
478,00:00.0,15586,New Zealand,SO67389,2,1,9.99
477,00:00.0,15586,New Zealand,SO67389,3,1,4.99
225,00:00.0,15586,New Zealand,SO67389,4,1,8.99
489,00:00.0,15586,New Zealand,SO67389,5,1,53.99
361,00:00.0,15135,New Zealand,SO67390,1,1,2294.99
478,00:00.0,15135,New Zealand,SO67390,2,1,9.99
477,00:00.0,15135,New Zealand,SO67390,3,1,4.99
388,00:00.0,26660,New Zealand,SO67391,1,1,1120.49
491,00:00.0,26660,New Zealand,SO67391,2,1,53.99
384,00:00.0,26135,New Zealand,SO67392,1,1,1120.49
529,00:00.0,26135,New Zealand,SO67392,2,1,3.99
539,00:00.0,26135,New Zealand,SO67392,3,1,24.99
214,00:00.0,26135,New Zealand,SO67392,4,1,34.99
605,00:00.0,29291,New Zealand,SO67393,1,1,539.99
467,00:00.0,29291,New Zealand,SO67393,2,1,24.49
598,00:00.0,18200,New Zealand,SO67394,1,1,539.99
535,00:00.0,18200,New Zealand,SO67394,2,1,24.99
528,00:00.0,18200,New Zealand,SO67394,3,1,4.99
480,00:00.0,18200,New Zealand,SO67394,4,1,2.29
573,00:00.0,12689,New Zealand,SO67414,1,1,2384.07
463,00:00.0,12689,New Zealand,SO67414,2,1,24.49
222,00:00.0,12689,New Zealand,SO67414,3,1,34.99
573,00:00.0,12698,New Zealand,SO67415,1,1,2384.07
530,00:00.0,12698,New Zealand,SO67415,2,1,4.99
541,00:00.0,12698,New Zealand,SO67415,3,1,28.99
480,00:00.0,12698,New Zealand,SO67415,4,1,2.29
575,00:00.0,13006,New Zealand,SO67416,1,1,2384.07
479,00:00.0,13006,New Zealand,SO67416,2,1,8.99
575,00:00.0,27868,New Zealand,SO67417,1,1,2384.07
214,00:00.0,27868,New Zealand,SO67417,2,1,34.99
588,00:00.0,17278,New Zealand,SO67418,1,1,769.49
222,00:00.0,17278,New Zealand,SO67418,2,1,34.99
529,00:00.0,17302,New Zealand,SO67420,1,1,3.99
539,00:00.0,17302,New Zealand,SO67420,2,1,24.99
214,00:00.0,17302,New Zealand,SO67420,3,1,34.99
465,00:00.0,17302,New Zealand,SO67420,4,1,24.49
536,00:00.0,16706,New Zealand,SO67421,1,1,29.99
538,00:00.0,24884,New Zealand,SO67422,1,1,21.49
480,00:00.0,24884,New Zealand,SO67422,2,1,2.29
485,00:00.0,16481,New Zealand,SO67423,1,1,21.98
478,00:00.0,16481,New Zealand,SO67423,2,1,9.99
477,00:00.0,16481,New Zealand,SO67423,3,1,4.99
214,00:00.0,16481,New Zealand,SO67423,4,1,34.99
528,00:00.0,24600,New Zealand,SO67424,1,1,4.99
528,00:00.0,13009,New Zealand,SO67425,1,1,4.99
217,00:00.0,13009,New Zealand,SO67425,2,1,34.99
530,00:00.0,28214,New Zealand,SO67426,1,1,4.99
487,00:00.0,28214,New Zealand,SO67426,2,1,54.99
363,00:00.0,15218,New Zealand,SO67462,1,1,2294.99
487,00:00.0,15218,New Zealand,SO67462,2,1,54.99
382,00:00.0,26033,New Zealand,SO67463,1,1,1120.49
584,00:00.0,27711,New Zealand,SO67464,1,1,539.99
479,00:00.0,27711,New Zealand,SO67464,2,1,8.99
472,00:00.0,27711,New Zealand,SO67464,3,1,63.5
477,00:00.0,27711,New Zealand,SO67464,4,1,4.99
374,00:00.0,21571,New Zealand,SO67465,1,1,2443.35
585,00:00.0,29462,New Zealand,SO67479,1,1,742.35
477,00:00.0,29462,New Zealand,SO67479,2,1,4.99
479,00:00.0,29462,New Zealand,SO67479,3,1,8.99
473,00:00.0,29462,New Zealand,SO67479,4,1,63.5
217,00:00.0,29462,New Zealand,SO67479,5,1,34.99
577,00:00.0,13107,New Zealand,SO67480,1,1,1214.85
222,00:00.0,13107,New Zealand,SO67480,2,1,34.99
573,00:00.0,12701,New Zealand,SO67481,1,1,2384.07
477,00:00.0,12701,New Zealand,SO67481,2,1,4.99
479,00:00.0,12701,New Zealand,SO67481,3,1,8.99
214,00:00.0,12701,New Zealand,SO67481,4,1,34.99
481,00:00.0,12701,New Zealand,SO67481,5,1,8.99
588,00:00.0,17258,New Zealand,SO67482,1,1,769.49
588,00:00.0,17288,New Zealand,SO67483,1,1,769.49
478,00:00.0,17288,New Zealand,SO67483,2,1,9.99
477,00:00.0,17288,New Zealand,SO67483,3,1,4.99
471,00:00.0,17288,New Zealand,SO67483,4,1,63.5
535,00:00.0,13952,New Zealand,SO67484,1,1,24.99
528,00:00.0,13952,New Zealand,SO67484,2,1,4.99
480,00:00.0,13952,New Zealand,SO67484,3,1,2.29
535,00:00.0,13623,New Zealand,SO67485,1,1,24.99
528,00:00.0,13623,New Zealand,SO67485,2,1,4.99
480,00:00.0,13623,New Zealand,SO67485,3,1,2.29
484,00:00.0,13623,New Zealand,SO67485,4,1,7.95
536,00:00.0,21198,New Zealand,SO67486,1,1,29.99
528,00:00.0,21198,New Zealand,SO67486,2,1,4.99
214,00:00.0,21198,New Zealand,SO67486,3,1,34.99
536,00:00.0,16690,New Zealand,SO67487,1,1,29.99
472,00:00.0,16690,New Zealand,SO67487,2,1,63.5
528,00:00.0,19674,New Zealand,SO67488,1,1,4.99
537,00:00.0,19674,New Zealand,SO67488,2,1,35
480,00:00.0,19674,New Zealand,SO67488,3,1,2.29
476,00:00.0,13013,New Zealand,SO67489,1,1,69.99
529,00:00.0,12695,New Zealand,SO67490,1,1,3.99
217,00:00.0,15231,New Zealand,SO67491,1,1,34.99
463,00:00.0,15231,New Zealand,SO67491,2,1,24.49
237,00:00.0,11370,New Zealand,SO67492,1,1,49.99
237,00:00.0,13961,New Zealand,SO67493,1,1,49.99
231,00:00.0,17066,New Zealand,SO67494,1,1,49.99
465,00:00.0,17066,New Zealand,SO67494,2,1,24.49
487,00:00.0,13127,New Zealand,SO67495,1,1,54.99
535,00:00.0,11361,New Zealand,SO67503,1,1,24.99
528,00:00.0,11361,New Zealand,SO67503,2,1,4.99
217,00:00.0,11361,New Zealand,SO67503,3,1,34.99
353,00:00.0,15184,New Zealand,SO67549,1,1,2319.99
478,00:00.0,15184,New Zealand,SO67549,2,1,9.99
477,00:00.0,15184,New Zealand,SO67549,3,1,4.99
222,00:00.0,15184,New Zealand,SO67549,4,1,34.99
361,00:00.0,15219,New Zealand,SO67550,1,1,2294.99
487,00:00.0,15219,New Zealand,SO67550,2,1,54.99
353,00:00.0,15150,New Zealand,SO67551,1,1,2319.99
478,00:00.0,15150,New Zealand,SO67551,2,1,9.99
386,00:00.0,26189,New Zealand,SO67552,1,1,1120.49
479,00:00.0,26189,New Zealand,SO67552,2,1,8.99
477,00:00.0,26189,New Zealand,SO67552,3,1,4.99
225,00:00.0,26189,New Zealand,SO67552,4,1,8.99
581,00:00.0,23662,New Zealand,SO67553,1,1,1700.99
214,00:00.0,23662,New Zealand,SO67553,2,1,34.99
604,00:00.0,25558,New Zealand,SO67554,1,1,539.99
479,00:00.0,25558,New Zealand,SO67554,2,1,8.99
477,00:00.0,25558,New Zealand,SO67554,3,1,4.99
488,00:00.0,25558,New Zealand,SO67554,4,1,53.99
606,00:00.0,25020,New Zealand,SO67555,1,1,539.99
479,00:00.0,25020,New Zealand,SO67555,2,1,8.99
584,00:00.0,24252,New Zealand,SO67556,1,1,539.99
479,00:00.0,24252,New Zealand,SO67556,2,1,8.99
477,00:00.0,24252,New Zealand,SO67556,3,1,4.99
225,00:00.0,24252,New Zealand,SO67556,4,1,8.99
378,00:00.0,21878,New Zealand,SO67557,1,1,2443.35
529,00:00.0,21878,New Zealand,SO67557,2,1,3.99
540,00:00.0,21878,New Zealand,SO67557,3,1,32.6
480,00:00.0,21878,New Zealand,SO67557,4,1,2.29
571,00:00.0,14306,New Zealand,SO67572,1,1,742.35
563,00:00.0,12686,New Zealand,SO67573,1,1,2384.07
490,00:00.0,12686,New Zealand,SO67573,2,1,53.99
563,00:00.0,11443,New Zealand,SO67574,1,1,2384.07
214,00:00.0,11443,New Zealand,SO67574,2,1,34.99
564,00:00.0,12990,New Zealand,SO67575,1,1,2384.07
491,00:00.0,12990,New Zealand,SO67575,2,1,53.99
575,00:00.0,11750,New Zealand,SO67576,1,1,2384.07
479,00:00.0,11750,New Zealand,SO67576,2,1,8.99
477,00:00.0,11750,New Zealand,SO67576,3,1,4.99
588,00:00.0,15210,New Zealand,SO67577,1,1,769.49
485,00:00.0,15210,New Zealand,SO67577,2,1,21.98
472,00:00.0,15210,New Zealand,SO67577,3,1,63.5
476,00:00.0,26742,New Zealand,SO67578,1,1,69.99
528,00:00.0,25824,New Zealand,SO67579,1,1,4.99
214,00:00.0,25824,New Zealand,SO67579,2,1,34.99
480,00:00.0,18292,New Zealand,SO67580,1,1,2.29
583,00:00.0,24305,New Zealand,SO67624,1,1,1700.99
225,00:00.0,24305,New Zealand,SO67624,2,1,8.99
488,00:00.0,24305,New Zealand,SO67624,3,1,53.99
388,00:00.0,26022,New Zealand,SO67625,1,1,1120.49
217,00:00.0,26022,New Zealand,SO67625,2,1,34.99
584,00:00.0,24272,New Zealand,SO67626,1,1,539.99
479,00:00.0,24272,New Zealand,SO67626,2,1,8.99
477,00:00.0,24272,New Zealand,SO67626,3,1,4.99
606,00:00.0,24266,New Zealand,SO67627,1,1,539.99
529,00:00.0,24266,New Zealand,SO67627,2,1,3.99
538,00:00.0,24266,New Zealand,SO67627,3,1,21.49
480,00:00.0,24266,New Zealand,SO67627,4,1,2.29
605,00:00.0,25704,New Zealand,SO67628,1,1,539.99
372,00:00.0,21889,New Zealand,SO67629,1,1,2443.35
359,00:00.0,15589,New Zealand,SO67630,1,1,2294.99
478,00:00.0,15589,New Zealand,SO67630,2,1,9.99
477,00:00.0,15589,New Zealand,SO67630,3,1,4.99
217,00:00.0,15589,New Zealand,SO67630,4,1,34.99
576,00:00.0,12688,New Zealand,SO67643,1,1,2384.07
214,00:00.0,12688,New Zealand,SO67643,2,1,34.99
562,00:00.0,12996,New Zealand,SO67644,1,1,2384.07
535,00:00.0,11102,New Zealand,SO67645,1,1,24.99
485,00:00.0,18730,New Zealand,SO67646,1,1,21.98
478,00:00.0,18730,New Zealand,SO67646,2,1,9.99
477,00:00.0,18730,New Zealand,SO67646,3,1,4.99
538,00:00.0,20224,New Zealand,SO67647,1,1,21.49
225,00:00.0,20224,New Zealand,SO67647,2,1,8.99
475,00:00.0,26770,New Zealand,SO67648,1,1,69.99
479,00:00.0,19798,New Zealand,SO67649,1,1,8.99
477,00:00.0,19798,New Zealand,SO67649,2,1,4.99
490,00:00.0,19798,New Zealand,SO67649,3,1,53.99
357,00:00.0,15171,New Zealand,SO67685,1,1,2319.99
478,00:00.0,15171,New Zealand,SO67685,2,1,9.99
477,00:00.0,15171,New Zealand,SO67685,3,1,4.99
484,00:00.0,15171,New Zealand,SO67685,4,1,7.95
581,00:00.0,24303,New Zealand,SO67686,1,1,1700.99
489,00:00.0,24303,New Zealand,SO67686,2,1,53.99
225,00:00.0,24303,New Zealand,SO67686,3,1,8.99
378,00:00.0,21888,New Zealand,SO67687,1,1,2443.35
540,00:00.0,21888,New Zealand,SO67687,2,1,32.6
529,00:00.0,21888,New Zealand,SO67687,3,1,3.99
480,00:00.0,21888,New Zealand,SO67687,4,1,2.29
374,00:00.0,21894,New Zealand,SO67688,1,1,2443.35
378,00:00.0,21876,New Zealand,SO67689,1,1,2443.35
477,00:00.0,21876,New Zealand,SO67689,2,1,4.99
479,00:00.0,21876,New Zealand,SO67689,3,1,8.99
465,00:00.0,21876,New Zealand,SO67689,4,1,24.49
575,00:00.0,12703,New Zealand,SO67696,1,1,2384.07
225,00:00.0,12703,New Zealand,SO67696,2,1,8.99
528,00:00.0,15263,New Zealand,SO67697,1,1,4.99
536,00:00.0,15263,New Zealand,SO67697,2,1,29.99
217,00:00.0,15263,New Zealand,SO67697,3,1,34.99
529,00:00.0,17350,New Zealand,SO67698,1,1,3.99
539,00:00.0,17350,New Zealand,SO67698,2,1,24.99
472,00:00.0,17350,New Zealand,SO67698,3,1,63.5
475,00:00.0,13954,New Zealand,SO67699,1,1,69.99
481,00:00.0,13954,New Zealand,SO67699,2,1,8.99
476,00:00.0,26149,New Zealand,SO67700,1,1,69.99
481,00:00.0,26149,New Zealand,SO67700,2,1,8.99
479,00:00.0,19972,New Zealand,SO67701,1,1,8.99
477,00:00.0,19972,New Zealand,SO67701,2,1,4.99
357,00:00.0,15214,New Zealand,SO67742,1,1,2319.99
537,00:00.0,15214,New Zealand,SO67742,2,1,35
528,00:00.0,15214,New Zealand,SO67742,3,1,4.99
467,00:00.0,15214,New Zealand,SO67742,4,1,24.49
217,00:00.0,15214,New Zealand,SO67742,5,1,34.99
361,00:00.0,15134,New Zealand,SO67743,1,1,2294.99
537,00:00.0,15134,New Zealand,SO67743,2,1,35
386,00:00.0,17920,New Zealand,SO67744,1,1,1120.49
214,00:00.0,17920,New Zealand,SO67744,2,1,34.99
386,00:00.0,17921,New Zealand,SO67745,1,1,1120.49
388,00:00.0,26566,New Zealand,SO67746,1,1,1120.49
222,00:00.0,26566,New Zealand,SO67746,2,1,34.99
490,00:00.0,26566,New Zealand,SO67746,3,1,53.99
465,00:00.0,26566,New Zealand,SO67746,4,1,24.49
386,00:00.0,26745,New Zealand,SO67747,1,1,1120.49
529,00:00.0,26745,New Zealand,SO67747,2,1,3.99
539,00:00.0,26745,New Zealand,SO67747,3,1,24.99
380,00:00.0,21897,New Zealand,SO67748,1,1,2443.35
477,00:00.0,21897,New Zealand,SO67748,2,1,4.99
479,00:00.0,21897,New Zealand,SO67748,3,1,8.99
225,00:00.0,21897,New Zealand,SO67748,4,1,8.99
539,00:00.0,17281,New Zealand,SO67765,1,1,24.99
539,00:00.0,14018,New Zealand,SO67766,1,1,24.99
539,00:00.0,14315,New Zealand,SO67767,1,1,24.99
480,00:00.0,14315,New Zealand,SO67767,2,1,2.29
484,00:00.0,14315,New Zealand,SO67767,3,1,7.95
536,00:00.0,16697,New Zealand,SO67768,1,1,29.99
528,00:00.0,20986,New Zealand,SO67769,1,1,4.99
480,00:00.0,20986,New Zealand,SO67769,2,1,2.29
477,00:00.0,23644,New Zealand,SO67770,1,1,4.99
217,00:00.0,23644,New Zealand,SO67770,2,1,34.99
475,00:00.0,26671,New Zealand,SO67771,1,1,69.99
480,00:00.0,15434,New Zealand,SO67772,1,1,2.29
479,00:00.0,20224,New Zealand,SO67773,1,1,8.99
477,00:00.0,20224,New Zealand,SO67773,2,1,4.99
388,00:00.0,17922,New Zealand,SO67825,1,1,1120.49
479,00:00.0,17922,New Zealand,SO67825,2,1,8.99
477,00:00.0,17922,New Zealand,SO67825,3,1,4.99
487,00:00.0,17922,New Zealand,SO67825,4,1,54.99
491,00:00.0,17922,New Zealand,SO67825,5,1,53.99
604,00:00.0,27719,New Zealand,SO67826,1,1,539.99
222,00:00.0,27719,New Zealand,SO67826,2,1,34.99
463,00:00.0,27719,New Zealand,SO67826,3,1,24.49
606,00:00.0,25563,New Zealand,SO67827,1,1,539.99
380,00:00.0,21943,New Zealand,SO67828,1,1,2443.35
353,00:00.0,15595,New Zealand,SO67829,1,1,2319.99
568,00:00.0,14305,New Zealand,SO67837,1,1,742.35
489,00:00.0,14305,New Zealand,SO67837,2,1,53.99
561,00:00.0,13011,New Zealand,SO67838,1,1,2384.07
530,00:00.0,13011,New Zealand,SO67838,2,1,4.99
541,00:00.0,13011,New Zealand,SO67838,3,1,28.99
214,00:00.0,13011,New Zealand,SO67838,4,1,34.99
528,00:00.0,11948,New Zealand,SO67841,1,1,4.99
535,00:00.0,11948,New Zealand,SO67841,2,1,24.99
480,00:00.0,11948,New Zealand,SO67841,3,1,2.29
536,00:00.0,16181,New Zealand,SO67842,1,1,29.99
528,00:00.0,16181,New Zealand,SO67842,2,1,4.99
222,00:00.0,16181,New Zealand,SO67842,3,1,34.99
473,00:00.0,16181,New Zealand,SO67842,4,1,63.5
537,00:00.0,21884,New Zealand,SO67843,1,1,35
528,00:00.0,21884,New Zealand,SO67843,2,1,4.99
217,00:00.0,21884,New Zealand,SO67843,3,1,34.99
528,00:00.0,27149,New Zealand,SO67844,1,1,4.99
537,00:00.0,27149,New Zealand,SO67844,2,1,35
480,00:00.0,27149,New Zealand,SO67844,3,1,2.29
477,00:00.0,22918,New Zealand,SO67845,1,1,4.99
530,00:00.0,27580,New Zealand,SO67846,1,1,4.99
217,00:00.0,27580,New Zealand,SO67846,2,1,34.99
214,00:00.0,15721,New Zealand,SO67847,1,1,34.99
386,00:00.0,26752,New Zealand,SO67887,1,1,1120.49
479,00:00.0,26752,New Zealand,SO67887,2,1,8.99
477,00:00.0,26752,New Zealand,SO67887,3,1,4.99
581,00:00.0,21979,New Zealand,SO67888,1,1,1700.99
488,00:00.0,21979,New Zealand,SO67888,2,1,53.99
582,00:00.0,23663,New Zealand,SO67889,1,1,1700.99
382,00:00.0,26024,New Zealand,SO67890,1,1,1120.49
479,00:00.0,26024,New Zealand,SO67890,2,1,8.99
477,00:00.0,26024,New Zealand,SO67890,3,1,4.99
217,00:00.0,26024,New Zealand,SO67890,4,1,34.99
605,00:00.0,25556,New Zealand,SO67891,1,1,539.99
479,00:00.0,25556,New Zealand,SO67891,2,1,8.99
477,00:00.0,25556,New Zealand,SO67891,3,1,4.99
355,00:00.0,15181,New Zealand,SO67892,1,1,2319.99
485,00:00.0,15181,New Zealand,SO67892,2,1,21.98
222,00:00.0,15181,New Zealand,SO67892,3,1,34.99
376,00:00.0,21886,New Zealand,SO67893,1,1,2443.35
529,00:00.0,21886,New Zealand,SO67893,2,1,3.99
540,00:00.0,21886,New Zealand,SO67893,3,1,32.6
217,00:00.0,21886,New Zealand,SO67893,4,1,34.99
357,00:00.0,15716,New Zealand,SO67894,1,1,2319.99
214,00:00.0,15716,New Zealand,SO67894,2,1,34.99
488,00:00.0,15716,New Zealand,SO67894,3,1,53.99
225,00:00.0,15716,New Zealand,SO67894,4,1,8.99
574,00:00.0,12989,New Zealand,SO67903,1,1,2384.07
477,00:00.0,12989,New Zealand,SO67903,2,1,4.99
479,00:00.0,12989,New Zealand,SO67903,3,1,8.99
539,00:00.0,17073,New Zealand,SO67904,1,1,24.99
529,00:00.0,17073,New Zealand,SO67904,2,1,3.99
538,00:00.0,17907,New Zealand,SO67905,1,1,21.49
529,00:00.0,17907,New Zealand,SO67905,2,1,3.99
480,00:00.0,17907,New Zealand,SO67905,3,1,2.29
485,00:00.0,19571,New Zealand,SO67906,1,1,21.98
214,00:00.0,19571,New Zealand,SO67906,2,1,34.99
465,00:00.0,12359,New Zealand,SO67907,1,1,24.49
353,00:00.0,15170,New Zealand,SO67942,1,1,2319.99
386,00:00.0,26740,New Zealand,SO67943,1,1,1120.49
222,00:00.0,26740,New Zealand,SO67943,2,1,34.99
584,00:00.0,24257,New Zealand,SO67944,1,1,539.99
477,00:00.0,24257,New Zealand,SO67944,2,1,4.99
479,00:00.0,24257,New Zealand,SO67944,3,1,8.99
222,00:00.0,24257,New Zealand,SO67944,4,1,34.99
378,00:00.0,21885,New Zealand,SO67945,1,1,2443.35
479,00:00.0,21885,New Zealand,SO67945,2,1,8.99
484,00:00.0,21885,New Zealand,SO67945,3,1,7.95
569,00:00.0,11028,New Zealand,SO67961,1,1,742.35
573,00:00.0,12702,New Zealand,SO67964,1,1,2384.07
530,00:00.0,12702,New Zealand,SO67964,2,1,4.99
541,00:00.0,12702,New Zealand,SO67964,3,1,28.99
487,00:00.0,12702,New Zealand,SO67964,4,1,54.99
528,00:00.0,11068,New Zealand,SO67965,1,1,4.99
535,00:00.0,11068,New Zealand,SO67965,2,1,24.99
485,00:00.0,11068,New Zealand,SO67965,3,1,21.98
484,00:00.0,11068,New Zealand,SO67965,4,1,7.95
485,00:00.0,16341,New Zealand,SO67966,1,1,21.98
214,00:00.0,16341,New Zealand,SO67966,2,1,34.99
528,00:00.0,21224,New Zealand,SO67967,1,1,4.99
537,00:00.0,21224,New Zealand,SO67967,2,1,35
480,00:00.0,21224,New Zealand,SO67967,3,1,2.29
528,00:00.0,12036,New Zealand,SO67968,1,1,4.99
222,00:00.0,12036,New Zealand,SO67968,2,1,34.99
477,00:00.0,28305,New Zealand,SO67969,1,1,4.99
467,00:00.0,28305,New Zealand,SO67969,2,1,24.49
528,00:00.0,25227,New Zealand,SO67970,1,1,4.99
217,00:00.0,25227,New Zealand,SO67970,2,1,34.99
478,00:00.0,25009,New Zealand,SO67971,1,1,9.99
477,00:00.0,25009,New Zealand,SO67971,2,1,4.99
214,00:00.0,13136,New Zealand,SO67972,1,1,34.99
487,00:00.0,17495,New Zealand,SO67973,1,1,54.99
484,00:00.0,17495,New Zealand,SO67973,2,1,7.95
361,00:00.0,15192,New Zealand,SO68009,1,1,2294.99
528,00:00.0,15192,New Zealand,SO68009,2,1,4.99
537,00:00.0,15192,New Zealand,SO68009,3,1,35
359,00:00.0,15143,New Zealand,SO68010,1,1,2294.99
363,00:00.0,15144,New Zealand,SO68011,1,1,2294.99
584,00:00.0,25011,New Zealand,SO68012,1,1,539.99
479,00:00.0,25011,New Zealand,SO68012,2,1,8.99
477,00:00.0,25011,New Zealand,SO68012,3,1,4.99
222,00:00.0,25011,New Zealand,SO68012,4,1,34.99
606,00:00.0,25021,New Zealand,SO68013,1,1,539.99
479,00:00.0,25021,New Zealand,SO68013,2,1,8.99
477,00:00.0,25021,New Zealand,SO68013,3,1,4.99
605,00:00.0,27722,New Zealand,SO68014,1,1,539.99
479,00:00.0,27722,New Zealand,SO68014,2,1,8.99
477,00:00.0,27722,New Zealand,SO68014,3,1,4.99
480,00:00.0,27722,New Zealand,SO68014,4,1,2.29
484,00:00.0,27722,New Zealand,SO68014,5,1,7.95
372,00:00.0,21944,New Zealand,SO68015,1,1,2443.35
222,00:00.0,21944,New Zealand,SO68015,2,1,34.99
488,00:00.0,21944,New Zealand,SO68015,3,1,53.99
574,00:00.0,12994,New Zealand,SO68029,1,1,2384.07
222,00:00.0,12994,New Zealand,SO68029,2,1,34.99
536,00:00.0,18305,New Zealand,SO68031,1,1,29.99
528,00:00.0,18305,New Zealand,SO68031,2,1,4.99
222,00:00.0,18305,New Zealand,SO68031,3,1,34.99
488,00:00.0,18305,New Zealand,SO68031,4,1,53.99
537,00:00.0,19666,New Zealand,SO68032,1,1,35
538,00:00.0,18796,New Zealand,SO68033,1,1,21.49
480,00:00.0,18796,New Zealand,SO68033,2,1,2.29
529,00:00.0,11763,New Zealand,SO68034,1,1,3.99
480,00:00.0,11763,New Zealand,SO68034,2,1,2.29
484,00:00.0,11763,New Zealand,SO68034,3,1,7.95
478,00:00.0,24253,New Zealand,SO68035,1,1,9.99
541,00:00.0,13008,New Zealand,SO68036,1,1,28.99
530,00:00.0,13008,New Zealand,SO68036,2,1,4.99
480,00:00.0,13008,New Zealand,SO68036,3,1,2.29
361,00:00.0,15223,New Zealand,SO68065,1,1,2294.99
384,00:00.0,26746,New Zealand,SO68066,1,1,1120.49
222,00:00.0,26746,New Zealand,SO68066,2,1,34.99
225,00:00.0,26746,New Zealand,SO68066,3,1,8.99
489,00:00.0,26746,New Zealand,SO68066,4,1,53.99
604,00:00.0,29297,New Zealand,SO68067,1,1,539.99
477,00:00.0,29297,New Zealand,SO68067,2,1,4.99
479,00:00.0,29297,New Zealand,SO68067,3,1,8.99
217,00:00.0,29297,New Zealand,SO68067,4,1,34.99
463,00:00.0,29297,New Zealand,SO68067,5,1,24.49
584,00:00.0,25567,New Zealand,SO68068,1,1,539.99
376,00:00.0,21899,New Zealand,SO68069,1,1,2443.35
540,00:00.0,21899,New Zealand,SO68069,2,1,32.6
529,00:00.0,21899,New Zealand,SO68069,3,1,3.99
480,00:00.0,21899,New Zealand,SO68069,4,1,2.29
590,00:00.0,11372,New Zealand,SO68070,1,1,769.49
476,00:00.0,11372,New Zealand,SO68070,2,1,69.99
586,00:00.0,29463,New Zealand,SO68085,1,1,742.35
479,00:00.0,29463,New Zealand,SO68085,2,1,8.99
573,00:00.0,12685,New Zealand,SO68086,1,1,2384.07
490,00:00.0,12685,New Zealand,SO68086,2,1,53.99
563,00:00.0,12694,New Zealand,SO68087,1,1,2384.07
562,00:00.0,13001,New Zealand,SO68088,1,1,2384.07
541,00:00.0,13001,New Zealand,SO68088,2,1,28.99
530,00:00.0,13001,New Zealand,SO68088,3,1,4.99
588,00:00.0,17277,New Zealand,SO68089,1,1,769.49
476,00:00.0,17277,New Zealand,SO68089,2,1,69.99
225,00:00.0,17277,New Zealand,SO68089,3,1,8.99
528,00:00.0,12704,New Zealand,SO68092,1,1,4.99
535,00:00.0,12704,New Zealand,SO68092,2,1,24.99
537,00:00.0,21170,New Zealand,SO68093,1,1,35
528,00:00.0,21170,New Zealand,SO68093,2,1,4.99
222,00:00.0,21170,New Zealand,SO68093,3,1,34.99
477,00:00.0,19753,New Zealand,SO68094,1,1,4.99
490,00:00.0,18720,New Zealand,SO68095,1,1,53.99
584,00:00.0,24270,New Zealand,SO68135,1,1,539.99
479,00:00.0,24270,New Zealand,SO68135,2,1,8.99
477,00:00.0,24270,New Zealand,SO68135,3,1,4.99
487,00:00.0,24270,New Zealand,SO68135,4,1,54.99
490,00:00.0,24270,New Zealand,SO68135,5,1,53.99
584,00:00.0,27710,New Zealand,SO68136,1,1,539.99
538,00:00.0,27710,New Zealand,SO68136,2,1,21.49
480,00:00.0,27710,New Zealand,SO68136,3,1,2.29
595,00:00.0,12583,New Zealand,SO68137,1,1,564.99
478,00:00.0,12583,New Zealand,SO68137,2,1,9.99
567,00:00.0,14666,New Zealand,SO68149,1,1,742.35
488,00:00.0,14666,New Zealand,SO68149,2,1,53.99
465,00:00.0,14666,New Zealand,SO68149,3,1,24.49
535,00:00.0,12692,New Zealand,SO68153,1,1,24.99
528,00:00.0,12692,New Zealand,SO68153,2,1,4.99
483,00:00.0,12692,New Zealand,SO68153,3,1,120
539,00:00.0,15822,New Zealand,SO68154,1,1,24.99
529,00:00.0,15822,New Zealand,SO68154,2,1,3.99
485,00:00.0,19101,New Zealand,SO68155,1,1,21.98
478,00:00.0,19101,New Zealand,SO68155,2,1,9.99
477,00:00.0,19101,New Zealand,SO68155,3,1,4.99
225,00:00.0,19101,New Zealand,SO68155,4,1,8.99
529,00:00.0,12691,New Zealand,SO68156,1,1,3.99
222,00:00.0,12691,New Zealand,SO68156,2,1,34.99
530,00:00.0,28929,New Zealand,SO68157,1,1,4.99
480,00:00.0,28929,New Zealand,SO68157,2,1,2.29
231,00:00.0,13972,New Zealand,SO68158,1,1,49.99
583,00:00.0,24301,New Zealand,SO68191,1,1,1700.99
600,00:00.0,12579,New Zealand,SO68192,1,1,539.99
528,00:00.0,12695,New Zealand,SO68199,1,1,4.99
535,00:00.0,12695,New Zealand,SO68199,2,1,24.99
536,00:00.0,15810,New Zealand,SO68200,1,1,29.99
480,00:00.0,15810,New Zealand,SO68200,2,1,2.29
477,00:00.0,23437,New Zealand,SO68201,1,1,4.99
357,00:00.0,15215,New Zealand,SO68251,1,1,2319.99
528,00:00.0,15215,New Zealand,SO68251,2,1,4.99
537,00:00.0,15215,New Zealand,SO68251,3,1,35
214,00:00.0,15215,New Zealand,SO68251,4,1,34.99
465,00:00.0,15215,New Zealand,SO68251,5,1,24.49
361,00:00.0,13010,New Zealand,SO68252,1,1,2294.99
537,00:00.0,13010,New Zealand,SO68252,2,1,35
480,00:00.0,13010,New Zealand,SO68252,3,1,2.29
583,00:00.0,21982,New Zealand,SO68253,1,1,1700.99
578,00:00.0,13109,New Zealand,SO68265,1,1,1214.85
530,00:00.0,13109,New Zealand,SO68265,2,1,4.99
